Un placer haber estado una vez más con @MenendezRNE y sus oyentes en las @LasMananas_rne #RajoyRNE http://t.co/phXFowGjcK
Tenemos que mantener el rumbo que ha propiciado cambiar la tendencia e iniciar la recuperación y la creación de empleo #RajoyRNE
El objetivo es tener cada vez más contratos indefinidos y más personas trabajando. Se va a seguir creando empleo #RajoyRNE
"Satisfecho por los datos de empleo de marzo, transmiten una fundada esperanza. Hay que perseverar #RajoyRNE"
Desgraciadamente las noticias que tenemos desde Rabat no son buenas. Triste el fallecimiento de José Antonio Martínez. Descanse en paz. MR
Conmovido por el fallecimiento de Gustavo Carlos en Marruecos. Mi sentido pésame y deseo de recuperación y regreso de José Antonio y Juan MR
Preocupado por las noticias que llegan desde Marruecos de los espeleólogos y por las labores de rescate. Sigo atento los acontecimientos. MR
Mi sentido pésame a los familiares y amigos de Pedro del Hierro. Un referente internacional de la moda y símbolo de la marca España. MR
"Telegrama al presidente de #Kenia, Uhuru Kenyatta, por el execrable ataque terrorista en la Universidad de Garissa http://t.co/gRnIvCRzPr"
Gracias por vuestra confianza. Nos seguimos leyendo en este año clave para impulsar la recuperación http://t.co/HGKLEXCsdE
Un placer recibir en La Moncloa al @eucopresident. Tendrá siempre en #España un firme aliado para más y mejor #Europa http://t.co/BKq5cbTaZ9
Los socios europeos luchamos firmes y unidos contra el terrorismo. No es una lucha entre religiones sino entre la civilización y la barbarie
#Barcelona acogerá la Conferencia sobre política europea de vecindad sur. Creemos en la prosperidad de ambas orillas del #Mediterráneo
@europeaceihs os seguimos. A vuestra disposición para tratar el tema que consideréis oportuno por DM. Un saludo a todos
"Nacidos en #España, admirados en el mundo #RafaNadalAlimentosEspaña vía @magramagob| Dentro vídeo http://t.co/2celcCQeIB"
#Cantabria es una tierra de oportunidades y buena gente. Un placer saludarles siempre que la agenda me lo permite http://t.co/TLTgcdzA77
Los profesionales son los protagonistas de la excelencia y prestigio de la sanidad pública. Nuestro reconocimiento y gratitud
Hemos garantizado la sostenibilidad de la #Sanidad y ahora ya tenemos una tarjeta sanitaria única y una cartera común básica de servicios
"#Cantabria va a recibir 28 millones € en 2015, 57 en toda la legislatura, para fortalecer los excelentes servicios que presta este hospital"
"Visita al Hospital de Valdecilla en #Santander. Un referente en asistencia sanitaria, docencia e investigación http://t.co/iSIpKHfm2Q"
"Contar con nuevas y modernas #carreteras supone acercar a las personas, vertebrar regiones y abrir nuevos ejes para la prosperidad de todos"
Inauguración de la prolongación de la autovía LO-20 hasta Recajo y de la conexión con la autovía A-2 Pamplona-Logroño http://t.co/2qxkXQmSrB
"Nuestro sistema educativo cuenta con más de 670.000 profesores. A todos ellos, gracias. Desempeñan una excelente labor #EscuelasConectadas"
Invertir en Educación es hacerlo en mejorar el capital humano de nuestra sociedad. Es la mejor inversión para el futuro #EscuelasConectadas
Queremos modernizar el sistema de enseñanza para que los alumnos puedan aprender con las últimas tecnologías disponibles #EscuelasConectadas
Invertimos 330mill. € para extender el acceso ultrarrápido a Internet a más de 16.500 centros de primaria y secundaria #EscuelasConectadas
Felicidades @javierfernandez por la conquista del Campeonato del Mundo #WCShangai. Hazaña histórica para el patinaje artístico español. MR
El equipamiento cultural y museístico de #Málaga es una seña de su nueva identidad como ciudad del conocimiento y de la innovación creativa
